Site,Year,Month,Day,Hour,value,Duration
Beijing,2012,8,5,19,69,Valid
Beijing,2012,8,5,20,69,Valid
Beijing,2012,8,5,21,84,Valid
Beijing,2012,8,5,22,79,Valid
Beijing,2012,8,5,23,73,Valid
Beijing,2012,8,6,0,67,Valid
Beijing,2012,8,6,1,74,Valid
Beijing,2012,8,6,2,82,Valid
Beijing,2012,8,6,3,83,Valid
Beijing,2012,8,6,4,95,Valid
Beijing,2012,8,6,5,95,Valid
Beijing,2012,8,6,6,82,Valid
Beijing,2012,8,6,7,85,Valid
Beijing,2012,8,6,8,81,Valid
Beijing,2012,8,6,9,78,Valid
Beijing,2012,8,6,10,73,Valid
Beijing,2012,8,6,11,61,Valid
Beijing,2012,8,6,12,63,Valid
Beijing,2012,8,6,13,55,Valid
Beijing,2012,8,6,14,50,Valid
Beijing,2012,8,6,15,46,Valid
Beijing,2012,8,6,16,46,Valid
Beijing,2012,8,6,17,47,Valid
Beijing,2012,8,6,18,44,Valid
Beijing,2012,8,6,19,37,Valid
Beijing,2012,8,6,20,44,Valid
Beijing,2012,8,6,21,38,Valid
Beijing,2012,8,6,22,45,Valid
Beijing,2012,8,6,23,57,Valid
Beijing,2012,8,7,0,52,Valid
Beijing,2012,8,7,1,59,Valid
Beijing,2012,8,7,2,67,Valid
Beijing,2012,8,7,3,67,Valid
Beijing,2012,8,7,4,75,Valid
Beijing,2012,8,7,5,73,Valid
Beijing,2012,8,7,6,79,Valid
Beijing,2012,8,7,7,74,Valid
Beijing,2012,8,7,8,67,Valid
Beijing,2012,8,7,9,56,Valid
Beijing,2012,8,7,10,66,Valid
Beijing,2012,8,7,11,63,Valid
Beijing,2012,8,7,12,67,Valid
Beijing,2012,8,7,13,63,Valid
Beijing,2012,8,7,14,58,Valid
Beijing,2012,8,7,15,57,Valid
Beijing,2012,8,7,16,55,Valid
Beijing,2012,8,7,17,61,Valid
Beijing,2012,8,7,18,68,Valid
Beijing,2012,8,7,19,73,Valid
Beijing,2012,8,7,20,85,Valid
Beijing,2012,8,7,21,79,Valid
Beijing,2012,8,7,22,89,Valid
Beijing,2012,8,7,23,89,Valid
Beijing,2012,8,8,0,88,Valid
Beijing,2012,8,8,1,101,Valid
Beijing,2012,8,8,2,106,Valid
Beijing,2012,8,8,3,119,Valid
Beijing,2012,8,8,4,116,Valid
Beijing,2012,8,8,5,127,Valid
Beijing,2012,8,8,6,136,Valid
Beijing,2012,8,8,7,120,Valid
Beijing,2012,8,8,8,109,Valid
Beijing,2012,8,8,9,106,Valid
Beijing,2012,8,8,10,84,Valid
Beijing,2012,8,8,11,75,Valid
Beijing,2012,8,8,12,80,Valid
Beijing,2012,8,8,13,76,Valid
Beijing,2012,8,8,14,79,Valid
Beijing,2012,8,8,15,33,Valid
Beijing,2012,8,8,16,25,Valid
Beijing,2012,8,8,17,25,Valid
Beijing,2012,8,8,18,29,Valid
Beijing,2012,8,8,19,28,Valid
Beijing,2012,8,8,20,35,Valid
Beijing,2012,8,8,21,37,Valid
Beijing,2012,8,8,22,33,Valid
Beijing,2012,8,8,23,31,Valid
Beijing,2012,8,9,0,43,Valid
Beijing,2012,8,9,1,37,Valid
Beijing,2012,8,9,2,21,Valid
Beijing,2012,8,9,3,15,Valid
Beijing,2012,8,9,4,10,Valid
Beijing,2012,8,9,5,21,Valid
Beijing,2012,8,9,6,23,Valid
Beijing,2012,8,9,7,40,Valid
Beijing,2012,8,9,8,46,Valid
Beijing,2012,8,9,9,49,Valid
Beijing,2012,8,9,10,52,Valid
Beijing,2012,8,9,11,46,Valid
Beijing,2012,8,9,12,45,Valid
Beijing,2012,8,9,13,48,Valid
Beijing,2012,8,9,14,52,Valid
Beijing,2012,8,9,15,56,Valid
Beijing,2012,8,9,16,57,Valid
Beijing,2012,8,9,17,39,Valid
Beijing,2012,8,9,18,32,Valid
Beijing,2012,8,9,19,38,Valid
Beijing,2012,8,9,20,38,Valid
Beijing,2012,8,9,21,34,Valid
Beijing,2012,8,9,22,41,Valid
Beijing,2012,8,9,23,37,Valid
Beijing,2012,8,10,0,43,Valid
Beijing,2012,8,10,1,53,Valid
Beijing,2012,8,10,2,57,Valid
Beijing,2012,8,10,3,72,Valid
Beijing,2012,8,10,4,85,Valid
Beijing,2012,8,10,5,89,Valid
Beijing,2012,8,10,6,94,Valid
Beijing,2012,8,10,7,100,Valid
Beijing,2012,8,10,8,116,Valid
Beijing,2012,8,10,9,120,Valid
Beijing,2012,8,10,10,108,Valid
Beijing,2012,8,10,11,89,Valid
Beijing,2012,8,10,12,70,Valid
Beijing,2012,8,10,13,55,Valid
Beijing,2012,8,10,14,55,Valid
Beijing,2012,8,10,15,58,Valid
Beijing,2012,8,10,16,52,Valid
Beijing,2012,8,10,17,60,Valid
Beijing,2012,8,10,18,72,Valid
Beijing,2012,8,10,19,97,Valid
Beijing,2012,8,10,20,97,Valid
Beijing,2012,8,10,21,94,Valid
Beijing,2012,8,10,22,76,Valid
Beijing,2012,8,10,23,85,Valid
Beijing,2012,8,11,0,93,Valid
Beijing,2012,8,11,1,89,Valid
Beijing,2012,8,11,2,105,Valid
Beijing,2012,8,11,3,108,Valid
Beijing,2012,8,11,4,114,Valid
Beijing,2012,8,11,5,116,Valid
Beijing,2012,8,11,6,118,Valid
Beijing,2012,8,11,7,112,Valid
Beijing,2012,8,11,8,124,Valid
Beijing,2012,8,11,9,136,Valid
Beijing,2012,8,11,10,137,Valid
Beijing,2012,8,11,11,138,Valid
Beijing,2012,8,11,12,127,Valid
Beijing,2012,8,11,13,88,Valid
Beijing,2012,8,11,14,79,Valid
Beijing,2012,8,11,15,67,Valid
Beijing,2012,8,11,16,,Missing
Beijing,2012,8,11,17,,Missing
Beijing,2012,8,11,18,,Missing
Beijing,2012,8,11,19,,Missing
Beijing,2012,8,11,20,,Missing
Beijing,2012,8,11,21,,Missing
Beijing,2012,8,11,22,,Missing
Beijing,2012,8,11,23,,Missing
Beijing,2012,8,12,0,,Missing
Beijing,2012,8,12,1,,Missing
Beijing,2012,8,12,2,,Missing
Beijing,2012,8,12,3,,Missing
Beijing,2012,8,12,4,,Missing
Beijing,2012,8,12,5,,Missing
Beijing,2012,8,12,6,,Missing
Beijing,2012,8,12,7,,Missing
Beijing,2012,8,12,8,,Missing
Beijing,2012,8,12,9,,Missing
Beijing,2012,8,12,10,,Missing
Beijing,2012,8,12,11,,Missing
Beijing,2012,8,12,12,,Missing
Beijing,2012,8,12,13,,Missing
Beijing,2012,8,12,14,,Missing
Beijing,2012,8,12,15,,Missing
Beijing,2012,8,12,16,,Missing
Beijing,2012,8,12,17,,Missing
Beijing,2012,8,12,18,,Missing
Beijing,2012,8,12,19,,Missing
Beijing,2012,8,12,20,,Missing
Beijing,2012,8,12,21,,Missing
Beijing,2012,8,12,22,,Missing
Beijing,2012,8,12,23,,Missing
Beijing,2012,8,13,0,,Missing
Beijing,2012,8,13,1,,Missing
Beijing,2012,8,13,2,,Missing
Beijing,2012,8,13,3,,Missing
Beijing,2012,8,13,4,,Missing
Beijing,2012,8,13,5,,Missing
Beijing,2012,8,13,6,,Missing
Beijing,2012,8,13,7,,Missing
Beijing,2012,8,13,8,,Missing
Beijing,2012,8,13,9,,Missing
Beijing,2012,8,13,10,13,Valid
Beijing,2012,8,13,11,13,Valid
Beijing,2012,8,13,12,13,Valid
Beijing,2012,8,13,13,14,Valid
Beijing,2012,8,13,14,14,Valid
Beijing,2012,8,13,15,15,Valid
Beijing,2012,8,13,16,21,Valid
Beijing,2012,8,13,17,26,Valid
Beijing,2012,8,13,18,32,Valid
Beijing,2012,8,13,19,33,Valid
Beijing,2012,8,13,20,38,Valid
Beijing,2012,8,13,21,46,Valid
Beijing,2012,8,13,22,47,Valid
Beijing,2012,8,13,23,,Missing
Beijing,2012,8,14,0,50,Valid
Beijing,2012,8,14,1,67,Valid
Beijing,2012,8,14,2,71,Valid
Beijing,2012,8,14,3,72,Valid
Beijing,2012,8,14,4,68,Valid
Beijing,2012,8,14,5,66,Valid
Beijing,2012,8,14,6,71,Valid
Beijing,2012,8,14,7,73,Valid
Beijing,2012,8,14,8,84,Valid
Beijing,2012,8,14,9,104,Valid
Beijing,2012,8,14,10,76,Valid
Beijing,2012,8,14,11,47,Valid
Beijing,2012,8,14,12,42,Valid
Beijing,2012,8,14,13,27,Valid
Beijing,2012,8,14,14,37,Valid
Beijing,2012,8,14,15,42,Valid
Beijing,2012,8,14,16,52,Valid
Beijing,2012,8,14,17,50,Valid
Beijing,2012,8,14,18,27,Valid
Beijing,2012,8,14,19,31,Valid
Beijing,2012,8,14,20,33,Valid
Beijing,2012,8,14,21,42,Valid
Beijing,2012,8,14,22,40,Valid
Beijing,2012,8,14,23,48,Valid
Beijing,2012,8,15,0,57,Valid
Beijing,2012,8,15,1,59,Valid
Beijing,2012,8,15,2,68,Valid
Beijing,2012,8,15,3,69,Valid
Beijing,2012,8,15,4,67,Valid
Beijing,2012,8,15,5,73,Valid
Beijing,2012,8,15,6,71,Valid
Beijing,2012,8,15,7,70,Valid
Beijing,2012,8,15,8,72,Valid
Beijing,2012,8,15,9,63,Valid
Beijing,2012,8,15,10,59,Valid
Beijing,2012,8,15,11,45,Valid
Beijing,2012,8,15,12,26,Valid
Beijing,2012,8,15,13,14,Valid
Beijing,2012,8,15,14,16,Valid
Beijing,2012,8,15,15,25,Valid
Beijing,2012,8,15,16,20,Valid
Beijing,2012,8,15,17,23,Valid
Beijing,2012,8,15,18,31,Valid
Beijing,2012,8,15,19,45,Valid
Beijing,2012,8,15,20,80,Valid
Beijing,2012,8,15,21,67,Valid
Beijing,2012,8,15,22,89,Valid
Beijing,2012,8,15,23,91,Valid
Beijing,2012,8,16,0,90,Valid
Beijing,2012,8,16,1,96,Valid
Beijing,2012,8,16,2,88,Valid
Beijing,2012,8,16,3,86,Valid
Beijing,2012,8,16,4,65,Valid
Beijing,2012,8,16,5,83,Valid
Beijing,2012,8,16,6,97,Valid
Beijing,2012,8,16,7,108,Valid
Beijing,2012,8,16,8,96,Valid
Beijing,2012,8,16,9,102,Valid
Beijing,2012,8,16,10,78,Valid
Beijing,2012,8,16,11,60,Valid
Beijing,2012,8,16,12,52,Valid
Beijing,2012,8,16,13,53,Valid
Beijing,2012,8,16,14,,Missing
Beijing,2012,8,16,15,,Missing
Beijing,2012,8,16,16,41,Valid
Beijing,2012,8,16,17,64,Valid
Beijing,2012,8,16,18,67,Valid
Beijing,2012,8,16,19,64,Valid
Beijing,2012,8,16,20,53,Valid
Beijing,2012,8,16,21,73,Valid
Beijing,2012,8,16,22,77,Valid
Beijing,2012,8,16,23,70,Valid
Beijing,2012,8,17,0,67,Valid
Beijing,2012,8,17,1,64,Valid
Beijing,2012,8,17,2,77,Valid
Beijing,2012,8,17,3,78,Valid
Beijing,2012,8,17,4,96,Valid
Beijing,2012,8,17,5,112,Valid
Beijing,2012,8,17,6,119,Valid
Beijing,2012,8,17,7,123,Valid
Beijing,2012,8,17,8,129,Valid
Beijing,2012,8,17,9,143,Valid
Beijing,2012,8,17,10,146,Valid
Beijing,2012,8,17,11,146,Valid
Beijing,2012,8,17,12,139,Valid
Beijing,2012,8,17,13,118,Valid
Beijing,2012,8,17,14,,Missing
Beijing,2012,8,17,15,130,Valid
Beijing,2012,8,17,16,144,Valid
Beijing,2012,8,17,17,147,Valid
Beijing,2012,8,17,18,161,Valid
Beijing,2012,8,17,19,148,Valid
Beijing,2012,8,17,20,145,Valid
Beijing,2012,8,17,21,166,Valid
Beijing,2012,8,17,22,185,Valid
Beijing,2012,8,17,23,206,Valid
Beijing,2012,8,18,0,192,Valid
Beijing,2012,8,18,1,202,Valid
Beijing,2012,8,18,2,198,Valid
Beijing,2012,8,18,3,186,Valid
Beijing,2012,8,18,4,153,Valid
Beijing,2012,8,18,5,140,Valid
Beijing,2012,8,18,6,153,Valid
Beijing,2012,8,18,7,182,Valid
Beijing,2012,8,18,8,182,Valid
Beijing,2012,8,18,9,190,Valid
Beijing,2012,8,18,10,,Missing
Beijing,2012,8,18,11,,Missing
Beijing,2012,8,18,12,,Missing
Beijing,2012,8,18,13,,Missing
Beijing,2012,8,18,14,,Missing
Beijing,2012,8,18,15,,Missing
Beijing,2012,8,18,16,,Missing
Beijing,2012,8,18,17,,Missing
Beijing,2012,8,18,18,,Missing
Beijing,2012,8,18,19,,Missing
Beijing,2012,8,18,20,,Missing
Beijing,2012,8,18,21,,Missing
Beijing,2012,8,18,22,,Missing
Beijing,2012,8,18,23,,Missing
Beijing,2012,8,19,0,,Missing
Beijing,2012,8,19,1,,Missing
Beijing,2012,8,19,2,,Missing
Beijing,2012,8,19,3,,Missing
Beijing,2012,8,19,4,,Missing
Beijing,2012,8,19,5,,Missing
Beijing,2012,8,19,6,,Missing
Beijing,2012,8,19,7,,Missing
Beijing,2012,8,19,8,,Missing
Beijing,2012,8,19,9,,Missing
Beijing,2012,8,19,10,,Missing
Beijing,2012,8,19,11,,Missing
Beijing,2012,8,19,12,,Missing
Beijing,2012,8,19,13,,Missing
Beijing,2012,8,19,14,,Missing
Beijing,2012,8,19,15,,Missing
Beijing,2012,8,19,16,,Missing
Beijing,2012,8,19,17,,Missing
Beijing,2012,8,19,18,,Missing
Beijing,2012,8,19,19,,Missing
Beijing,2012,8,19,20,,Missing
Beijing,2012,8,19,21,,Missing
Beijing,2012,8,19,22,,Missing
Beijing,2012,8,19,23,,Missing
Beijing,2012,8,20,0,,Missing
Beijing,2012,8,20,1,,Missing
Beijing,2012,8,20,2,,Missing
Beijing,2012,8,20,3,,Missing
Beijing,2012,8,20,4,,Missing
Beijing,2012,8,20,5,,Missing
Beijing,2012,8,20,6,,Missing
Beijing,2012,8,20,7,,Missing
Beijing,2012,8,20,8,,Missing
Beijing,2012,8,20,9,,Missing
Beijing,2012,8,20,10,,Missing
Beijing,2012,8,20,11,,Missing
Beijing,2012,8,20,12,,Missing
Beijing,2012,8,20,13,,Missing
Beijing,2012,8,20,14,,Missing
Beijing,2012,8,20,15,,Missing
Beijing,2012,8,20,16,,Missing
Beijing,2012,8,20,17,,Missing
Beijing,2012,8,20,18,,Missing
Beijing,2012,8,20,19,,Missing
Beijing,2012,8,20,20,,Missing
Beijing,2012,8,20,21,,Missing
Beijing,2012,8,20,22,,Missing
Beijing,2012,8,20,23,,Missing
Beijing,2012,8,21,0,,Missing
Beijing,2012,8,21,1,,Missing
Beijing,2012,8,21,2,,Missing
Beijing,2012,8,21,3,,Missing
Beijing,2012,8,21,4,,Missing
Beijing,2012,8,21,5,,Missing
Beijing,2012,8,21,6,,Missing
Beijing,2012,8,21,7,,Missing
Beijing,2012,8,21,8,,Missing
Beijing,2012,8,21,9,,Missing
Beijing,2012,8,21,10,,Missing
Beijing,2012,8,21,11,,Missing
Beijing,2012,8,21,12,3,Valid
Beijing,2012,8,21,13,5,Valid
Beijing,2012,8,21,14,8,Valid
Beijing,2012,8,21,15,8,Valid
Beijing,2012,8,21,16,12,Valid
Beijing,2012,8,21,17,5,Valid
Beijing,2012,8,21,18,20,Valid
Beijing,2012,8,21,19,23,Valid
Beijing,2012,8,21,20,28,Valid
Beijing,2012,8,21,21,25,Valid
Beijing,2012,8,21,22,29,Valid
Beijing,2012,8,21,23,36,Valid
Beijing,2012,8,22,0,42,Valid
Beijing,2012,8,22,1,24,Valid
Beijing,2012,8,22,2,10,Valid
Beijing,2012,8,22,3,9,Valid
Beijing,2012,8,22,4,13,Valid
Beijing,2012,8,22,5,15,Valid
Beijing,2012,8,22,6,21,Valid
Beijing,2012,8,22,7,21,Valid
Beijing,2012,8,22,8,13,Valid
Beijing,2012,8,22,9,13,Valid
Beijing,2012,8,22,10,9,Valid
Beijing,2012,8,22,11,6,Valid
Beijing,2012,8,22,12,8,Valid
Beijing,2012,8,22,13,11,Valid
Beijing,2012,8,22,14,17,Valid
Beijing,2012,8,22,15,22,Valid
Beijing,2012,8,22,16,24,Valid
Beijing,2012,8,22,17,22,Valid
Beijing,2012,8,22,18,23,Valid
Beijing,2012,8,22,19,17,Valid
Beijing,2012,8,22,20,29,Valid
Beijing,2012,8,22,21,35,Valid
Beijing,2012,8,22,22,36,Valid
Beijing,2012,8,22,23,40,Valid
Beijing,2012,8,23,0,47,Valid
Beijing,2012,8,23,1,63,Valid
Beijing,2012,8,23,2,67,Valid
Beijing,2012,8,23,3,81,Valid
Beijing,2012,8,23,4,87,Valid
Beijing,2012,8,23,5,82,Valid
Beijing,2012,8,23,6,84,Valid
Beijing,2012,8,23,7,91,Valid
Beijing,2012,8,23,8,98,Valid
Beijing,2012,8,23,9,100,Valid
Beijing,2012,8,23,10,105,Valid
Beijing,2012,8,23,11,110,Valid
Beijing,2012,8,23,12,97,Valid
Beijing,2012,8,23,13,88,Valid
Beijing,2012,8,23,14,70,Valid
Beijing,2012,8,23,15,65,Valid
Beijing,2012,8,23,16,77,Valid
Beijing,2012,8,23,17,76,Valid
Beijing,2012,8,23,18,69,Valid
Beijing,2012,8,23,19,65,Valid
Beijing,2012,8,23,20,66,Valid
Beijing,2012,8,23,21,62,Valid
Beijing,2012,8,23,22,63,Valid
Beijing,2012,8,23,23,66,Valid
Beijing,2012,8,24,0,71,Valid
Beijing,2012,8,24,1,73,Valid
Beijing,2012,8,24,2,81,Valid
Beijing,2012,8,24,3,88,Valid
Beijing,2012,8,24,4,101,Valid
Beijing,2012,8,24,5,110,Valid
Beijing,2012,8,24,6,110,Valid
Beijing,2012,8,24,7,124,Valid
Beijing,2012,8,24,8,143,Valid
Beijing,2012,8,24,9,156,Valid
Beijing,2012,8,24,10,125,Valid
Beijing,2012,8,24,11,65,Valid
Beijing,2012,8,24,12,66,Valid
Beijing,2012,8,24,13,62,Valid
Beijing,2012,8,24,14,59,Valid
Beijing,2012,8,24,15,52,Valid
Beijing,2012,8,24,16,56,Valid
Beijing,2012,8,24,17,50,Valid
Beijing,2012,8,24,18,59,Valid
Beijing,2012,8,24,19,71,Valid
Beijing,2012,8,24,20,80,Valid
Beijing,2012,8,24,21,84,Valid
Beijing,2012,8,24,22,103,Valid
Beijing,2012,8,24,23,90,Valid
Beijing,2012,8,25,0,104,Valid
Beijing,2012,8,25,1,104,Valid
Beijing,2012,8,25,2,102,Valid
Beijing,2012,8,25,3,108,Valid
Beijing,2012,8,25,4,117,Valid
Beijing,2012,8,25,5,143,Valid
Beijing,2012,8,25,6,143,Valid
Beijing,2012,8,25,7,149,Valid
Beijing,2012,8,25,8,146,Valid
Beijing,2012,8,25,9,154,Valid
Beijing,2012,8,25,10,151,Valid
Beijing,2012,8,25,11,149,Valid
Beijing,2012,8,25,12,126,Valid
Beijing,2012,8,25,13,128,Valid
Beijing,2012,8,25,14,120,Valid
Beijing,2012,8,25,15,118,Valid
Beijing,2012,8,25,16,117,Valid
Beijing,2012,8,25,17,123,Valid
Beijing,2012,8,25,18,131,Valid
Beijing,2012,8,25,19,127,Valid
Beijing,2012,8,25,20,121,Valid
Beijing,2012,8,25,21,113,Valid
Beijing,2012,8,25,22,114,Valid
Beijing,2012,8,25,23,120,Valid
Beijing,2012,8,26,0,133,Valid
Beijing,2012,8,26,1,140,Valid
Beijing,2012,8,26,2,151,Valid
Beijing,2012,8,26,3,178,Valid
Beijing,2012,8,26,4,174,Valid
Beijing,2012,8,26,5,180,Valid
Beijing,2012,8,26,6,185,Valid
Beijing,2012,8,26,7,180,Valid
Beijing,2012,8,26,8,169,Valid
Beijing,2012,8,26,9,153,Valid
Beijing,2012,8,26,10,158,Valid
Beijing,2012,8,26,11,160,Valid
Beijing,2012,8,26,12,161,Valid
Beijing,2012,8,26,13,159,Valid
Beijing,2012,8,26,14,146,Valid
Beijing,2012,8,26,15,145,Valid
Beijing,2012,8,26,16,156,Valid
Beijing,2012,8,26,17,166,Valid
Beijing,2012,8,26,18,172,Valid
Beijing,2012,8,26,19,149,Valid
Beijing,2012,8,26,20,140,Valid
Beijing,2012,8,26,21,134,Valid
Beijing,2012,8,26,22,128,Valid
Beijing,2012,8,26,23,125,Valid
Beijing,2012,8,27,0,102,Valid
Beijing,2012,8,27,1,93,Valid
Beijing,2012,8,27,2,93,Valid
Beijing,2012,8,27,3,93,Valid
Beijing,2012,8,27,4,71,Valid
Beijing,2012,8,27,5,74,Valid
Beijing,2012,8,27,6,81,Valid
Beijing,2012,8,27,7,80,Valid
Beijing,2012,8,27,8,73,Valid
Beijing,2012,8,27,9,56,Valid
Beijing,2012,8,27,10,48,Valid
Beijing,2012,8,27,11,46,Valid
Beijing,2012,8,27,12,47,Valid
Beijing,2012,8,27,13,48,Valid
Beijing,2012,8,27,14,44,Valid
Beijing,2012,8,27,15,62,Valid
Beijing,2012,8,27,16,59,Valid
Beijing,2012,8,27,17,56,Valid
Beijing,2012,8,27,18,56,Valid
Beijing,2012,8,27,19,43,Valid
Beijing,2012,8,27,20,49,Valid
Beijing,2012,8,27,21,54,Valid
Beijing,2012,8,27,22,55,Valid
Beijing,2012,8,27,23,68,Valid
Beijing,2012,8,28,0,64,Valid
Beijing,2012,8,28,1,68,Valid
Beijing,2012,8,28,2,72,Valid
Beijing,2012,8,28,3,80,Valid
Beijing,2012,8,28,4,83,Valid
Beijing,2012,8,28,5,83,Valid
Beijing,2012,8,28,6,83,Valid
Beijing,2012,8,28,7,92,Valid
Beijing,2012,8,28,8,83,Valid
Beijing,2012,8,28,9,76,Valid
Beijing,2012,8,28,10,88,Valid
Beijing,2012,8,28,11,80,Valid
Beijing,2012,8,28,12,78,Valid
Beijing,2012,8,28,13,64,Valid
Beijing,2012,8,28,14,57,Valid
Beijing,2012,8,28,15,55,Valid
Beijing,2012,8,28,16,56,Valid
Beijing,2012,8,28,17,75,Valid
Beijing,2012,8,28,18,105,Valid
Beijing,2012,8,28,19,115,Valid
Beijing,2012,8,28,20,118,Valid
Beijing,2012,8,28,21,128,Valid
Beijing,2012,8,28,22,145,Valid
Beijing,2012,8,28,23,154,Valid
Beijing,2012,8,29,0,157,Valid
Beijing,2012,8,29,1,161,Valid
Beijing,2012,8,29,2,143,Valid
Beijing,2012,8,29,3,153,Valid
Beijing,2012,8,29,4,149,Valid
Beijing,2012,8,29,5,115,Valid
Beijing,2012,8,29,6,64,Valid
Beijing,2012,8,29,7,61,Valid
Beijing,2012,8,29,8,42,Valid
Beijing,2012,8,29,9,41,Valid
Beijing,2012,8,29,10,35,Valid
Beijing,2012,8,29,11,29,Valid
Beijing,2012,8,29,12,26,Valid
Beijing,2012,8,29,13,29,Valid
Beijing,2012,8,29,14,24,Valid
Beijing,2012,8,29,15,38,Valid
Beijing,2012,8,29,16,63,Valid
Beijing,2012,8,29,17,115,Valid
Beijing,2012,8,29,18,123,Valid
Beijing,2012,8,29,19,160,Valid
Beijing,2012,8,29,20,175,Valid
Beijing,2012,8,29,21,205,Valid
Beijing,2012,8,29,22,229,Valid
Beijing,2012,8,29,23,245,Valid
Beijing,2012,8,30,0,260,Valid
Beijing,2012,8,30,1,268,Valid
Beijing,2012,8,30,2,266,Valid
Beijing,2012,8,30,3,281,Valid
Beijing,2012,8,30,4,286,Valid
Beijing,2012,8,30,5,301,Valid
Beijing,2012,8,30,6,302,Valid
Beijing,2012,8,30,7,277,Valid
Beijing,2012,8,30,8,252,Valid
Beijing,2012,8,30,9,242,Valid
Beijing,2012,8,30,10,231,Valid
Beijing,2012,8,30,11,232,Valid
Beijing,2012,8,30,12,239,Valid
Beijing,2012,8,30,13,233,Valid
Beijing,2012,8,30,14,197,Valid
Beijing,2012,8,30,15,195,Valid
Beijing,2012,8,30,16,170,Valid
Beijing,2012,8,30,17,176,Valid
Beijing,2012,8,30,18,213,Valid
Beijing,2012,8,30,19,224,Valid
Beijing,2012,8,30,20,229,Valid
Beijing,2012,8,30,21,215,Valid
Beijing,2012,8,30,22,204,Valid
Beijing,2012,8,30,23,194,Valid
Beijing,2012,8,31,0,188,Valid
Beijing,2012,8,31,1,197,Valid
Beijing,2012,8,31,2,206,Valid
Beijing,2012,8,31,3,207,Valid
Beijing,2012,8,31,4,212,Valid
Beijing,2012,8,31,5,232,Valid
Beijing,2012,8,31,6,240,Valid
Beijing,2012,8,31,7,245,Valid
Beijing,2012,8,31,8,242,Valid
Beijing,2012,8,31,9,230,Valid
Beijing,2012,8,31,10,179,Valid
Beijing,2012,8,31,11,159,Valid
Beijing,2012,8,31,12,142,Valid
Beijing,2012,8,31,13,142,Valid
Beijing,2012,8,31,14,145,Valid
Beijing,2012,8,31,15,135,Valid
Beijing,2012,8,31,16,143,Valid
Beijing,2012,8,31,17,150,Valid
Beijing,2012,8,31,18,166,Valid
Beijing,2012,8,31,19,160,Valid
Beijing,2012,8,31,20,169,Valid
Beijing,2012,8,31,21,180,Valid
Beijing,2012,8,31,22,188,Valid
Beijing,2012,8,31,23,196,Valid
Beijing,2012,9,1,0,205,Valid
Beijing,2012,9,1,1,196,Valid
Beijing,2012,9,1,2,192,Valid
Beijing,2012,9,1,3,183,Valid
Beijing,2012,9,1,4,186,Valid
Beijing,2012,9,1,5,203,Valid
Beijing,2012,9,1,6,204,Valid
Beijing,2012,9,1,7,206,Valid
Beijing,2012,9,1,8,202,Valid
Beijing,2012,9,1,9,207,Valid
Beijing,2012,9,1,10,179,Valid
Beijing,2012,9,1,11,173,Valid
Beijing,2012,9,1,12,166,Valid
Beijing,2012,9,1,13,141,Valid
Beijing,2012,9,1,14,114,Valid
Beijing,2012,9,1,15,124,Valid
Beijing,2012,9,1,16,126,Valid
Beijing,2012,9,1,17,110,Valid
Beijing,2012,9,1,18,113,Valid
Beijing,2012,9,1,19,111,Valid
Beijing,2012,9,1,20,106,Valid
Beijing,2012,9,1,21,106,Valid
Beijing,2012,9,1,22,108,Valid
Beijing,2012,9,1,23,109,Valid
Beijing,2012,9,2,0,103,Valid
Beijing,2012,9,2,1,124,Valid
Beijing,2012,9,2,2,127,Valid
Beijing,2012,9,2,3,123,Valid
Beijing,2012,9,2,4,10,Valid
Beijing,2012,9,2,5,7,Valid
Beijing,2012,9,2,6,6,Valid
Beijing,2012,9,2,7,5,Valid
Beijing,2012,9,2,8,8,Valid
Beijing,2012,9,2,9,9,Valid
Beijing,2012,9,2,10,9,Valid
Beijing,2012,9,2,11,10,Valid
Beijing,2012,9,2,12,13,Valid
Beijing,2012,9,2,13,14,Valid
Beijing,2012,9,2,14,12,Valid
Beijing,2012,9,2,15,13,Valid
Beijing,2012,9,2,16,16,Valid
Beijing,2012,9,2,17,15,Valid
Beijing,2012,9,2,18,17,Valid
Beijing,2012,9,2,19,18,Valid
Beijing,2012,9,2,20,16,Valid
Beijing,2012,9,2,21,18,Valid
Beijing,2012,9,2,22,13,Valid
Beijing,2012,9,2,23,7,Valid
Beijing,2012,9,3,0,5,Valid
Beijing,2012,9,3,1,6,Valid
Beijing,2012,9,3,2,5,Valid
Beijing,2012,9,3,3,5,Valid
Beijing,2012,9,3,4,6,Valid
Beijing,2012,9,3,5,6,Valid
Beijing,2012,9,3,6,8,Valid
Beijing,2012,9,3,7,13,Valid
Beijing,2012,9,3,8,17,Valid
Beijing,2012,9,3,9,11,Valid
Beijing,2012,9,3,10,9,Valid
Beijing,2012,9,3,11,10,Valid
Beijing,2012,9,3,12,12,Valid
Beijing,2012,9,3,13,11,Valid
Beijing,2012,9,3,14,10,Valid
Beijing,2012,9,3,15,11,Valid
Beijing,2012,9,3,16,12,Valid
Beijing,2012,9,3,17,13,Valid
Beijing,2012,9,3,18,11,Valid
Beijing,2012,9,3,19,8,Valid
Beijing,2012,9,3,20,9,Valid
Beijing,2012,9,3,21,11,Valid
Beijing,2012,9,3,22,11,Valid
Beijing,2012,9,3,23,10,Valid
Beijing,2012,9,4,0,12,Valid
Beijing,2012,9,4,1,14,Valid
Beijing,2012,9,4,2,8,Valid
